# 1:t 2:pos.x 3:pos.y 4:pos.z 5:volume 6:rho 7:vel.x 8:vel.y 9:vel.z 10:p 11:a 12:mu 13:k 14:mu_t 15:k_t 16:S 17:tke 18:omega 19:massf[0]-H2 20:massf[1]-O2 21:massf[2]-N2 22:dt_chem 23:u 24:T 
1.117499999999999915e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941503429465877e-03 -8.500536677367777185e-07 -3.123857780414619520e-16 0.000000000000000000e+00 3.845000392059459386e+02 3.203243783506096065e+02 1.619291504147250826e-05 2.290592706743781876e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 1.133929708891400124e-141 2.200000000000000011e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061963465207955e+05 2.540000129001892617e+02
1.218749999999999978e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941542605472933e-03 -1.068730198154932588e-06 -7.143427197754218423e-16 0.000000000000000000e+00 3.845000476466081523e+02 3.203243806647350880e+02 1.619291523091897906e-05 2.290592734726341895e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 1.133929700420131213e-141 2.200000000000000011e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061936879502609e+05 2.540000165785126569e+02
1.370625000000000006e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941602532413947e-03 -1.445595090530234106e-06 -1.783497184427603714e-15 0.000000000000000000e+00 3.845000608481058748e+02 3.203243843251183876e+02 1.619291553057718923e-05 2.290592778987938366e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 1.133929687461760784e-141 2.199999999999999456e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061894827385986e+05 2.540000223967250861e+02
1.446562500000000020e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941632761696565e-03 -1.657237965849412857e-06 -2.409345486184007266e-15 0.000000000000000000e+00 3.845000676736322021e+02 3.203243862406271774e+02 1.619291568739080432e-05 2.290592802150399204e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 1.133929680925097473e-141 2.199999999999999734e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061872821165889e+05 2.540000254414437393e+02
1.522500000000000034e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941662957239680e-03 -1.884757310757352573e-06 -2.734957721540315396e-15 0.000000000000000000e+00 3.845000746187603227e+02 3.203243882068704238e+02 1.619291584835782176e-05 2.290592825926343612e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 1.133929674395729935e-141 2.199999999999999734e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061850232085853e+05 2.540000285668052982e+02
1.674375000000000063e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941722756884083e-03 -2.391814344877878138e-06 1.754256583717300587e-15 0.000000000000000000e+00 3.845000887939616518e+02 3.203243922758026656e+02 1.619291618146199182e-05 2.290592875128142150e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 9.870405465041939344e-96 2.199999999999999734e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061803486376011e+05 2.540000350344101037e+02
1.750312500000000077e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941752143536049e-03 -2.673343434242898236e-06 1.273334526573730824e-14 0.000000000000000000e+00 3.845000959907707738e+02 3.203243943712933515e+02 1.619291635300986701e-05 2.290592900466955489e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.244289066424591022e-95 2.200000000000000011e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061779412443284e+05 2.540000383652116795e+02
1.826250000000000091e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941781058724869e-03 -2.974682554639327028e-06 3.773034129509525321e-14 0.000000000000000000e+00 3.845001032403181966e+02 3.203243965030688400e+02 1.619291652752820543e-05 2.290592926244527233e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 8.325121294729046674e-95 2.199999999999999734e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061754921653774e+05 2.540000417536882651e+02
1.902187500000000105e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941809415415996e-03 -3.296526502868161664e-06 8.830111051515943147e-14 0.000000000000000000e+00 3.845001105289280758e+02 3.203243986680975581e+02 1.619291670476884337e-05 2.290592952424197817e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 1.858387380239800500e-94 2.199999999999999734e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061730048836471e+05 2.540000451950212721e+02
2.092031250000000008e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941877641280190e-03 -4.185933201475102124e-06 4.298070681851337759e-13 0.000000000000000000e+00 3.845001288380780124e+02 3.203244041983226111e+02 1.619291715750212270e-05 2.290593019296047542e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 8.764443890369639078e-94 2.199999999999999734e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180061666515140096e+05 2.540000539853646728e+02
2.205937499999999897e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941916394407633e-03 -4.781323714398960685e-06 9.220010424513992467e-13 0.000000000000000000e+00 3.845001398403764483e+02 3.203244075899467589e+02 1.619291743515830986e-05 2.290593060307792583e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 1.871336210226988705e-93 2.200000000000000011e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061627550645062e+05 2.540000593763824668e+02
2.319843749999999785e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941953175541328e-03 -5.425553382574999707e-06 1.833440022343587339e-12 0.000000000000000000e+00 3.845001508156665295e+02 3.203244110304385117e+02 1.619291771681504041e-05 2.290593101910446891e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.713070497886094395e-93 2.199999999999999456e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061588024737721e+05 2.540000648450756842e+02
2.433749999999999674e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941987790032289e-03 -6.117747134289220225e-06 3.414170937379807100e-12 0.000000000000000000e+00 3.845001617321891558e+02 3.203244145125301543e+02 1.619291800187736178e-05 2.290593144016129026e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 6.904696421768970285e-93 2.199999999999999456e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061548020911432e+05 2.540000703798924633e+02
2.547656249999999563e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942020063604992e-03 -6.856259421834722994e-06 5.986468357379292273e-12 0.000000000000000000e+00 3.845001725612257246e+02 3.203244180295970409e+02 1.619291828980293574e-05 2.290593186544736051e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 1.209686998896820175e-92 2.199999999999999456e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180061507615273731e+05 2.540000759703027882e+02
2.661562499999999452e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942049840881990e-03 -7.638789470291103785e-06 9.913541192007989403e-12 0.000000000000000000e+00 3.845001832768699614e+02 3.203244215756074027e+02 1.619291858009797933e-05 2.290593229423330129e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 2.001956586541260963e-92 2.199999999999999178e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180061466877119383e+05 2.540000816067190783e+02
2.775468749999999341e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942076984458439e-03 -8.462529787670433807e-06 1.549672154068195329e-11 0.000000000000000000e+00 3.845001938558625056e+02 3.203244251450816478e+02 1.619291887231391407e-05 2.290593272585650028e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.132217130071391956e-92 2.199999999999999456e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180061425869400991e+05 2.540000872804315861e+02
2.889374999999999229e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942101374298413e-03 -9.324326564615551587e-06 2.269894825264422997e-11 0.000000000000000000e+00 3.845002042774638653e+02 3.203244287330584257e+02 1.619291916604455379e-05 2.290593315971703459e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 4.653869948740775949e-92 2.199999999999999456e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180061384649116226e+05 2.540000929835540546e+02
3.003281249999999118e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942122907245713e-03 -1.022083293567102308e-05 3.118456372111168191e-11 0.000000000000000000e+00 3.845002145233460737e+02 3.203244323350641594e+02 1.619291946092366516e-05 2.290593359527395845e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 6.477645036423383969e-92 2.199999999999999456e-01 7.800000000000000266e-01 -1.000000000000000000e+00 -1.180061343267661141e+05 2.540000987089757132e+02
3.117187499999999007e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942141496503451e-03 -1.114864210329505146e-05 3.822762430733862552e-11 0.000000000000000000e+00 3.845002245774859944e+02 3.203244359470845666e+02 1.619291975662263326e-05 2.290593403204183726e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 1.415472673133265052e-77 2.199999999999998901e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180061301771152939e+05 2.540001044503157459e+02
3.241206794611645946e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942158452992615e-03 -1.218919247241950738e-05 4.399333405748014120e-11 0.000000000000000000e+00 3.845002353003587245e+02 3.203244398867844325e+02 1.619292007914718224e-05 2.290593450843297213e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180892949534937418e-68 2.199999999999998901e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180061256510114326e+05 2.540001107125055739e+02
3.365226089223292886e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942171762617718e-03 -1.325854077066810366e-05 4.303642310038819396e-11 0.000000000000000000e+00 3.845002457648751601e+02 3.203244438302419326e+02 1.619292040197933970e-05 2.290593498527847965e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180892934553254788e-68 2.199999999999998901e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180061211205905129e+05 2.540001169806683663e+02
3.489245383834939826e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942181365338247e-03 -1.435233218575304698e-05 2.594792206274840333e-11 0.000000000000000000e+00 3.845002559577254715e+02 3.203244477737553666e+02 1.619292072481607115e-05 2.290593546213073178e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180892920054540718e-68 2.199999999999999178e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180061165901055356e+05 2.540001232489198628e+02
3.613264678446586765e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942187219452315e-03 -1.546647998342807857e-05 -1.934835554341838763e-11 0.000000000000000000e+00 3.845002658681297021e+02 3.203244517141150709e+02 1.619292104739463033e-05 2.290593593860163965e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180892916342218959e-68 2.199999999999998623e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180061120632435050e+05 2.540001295121586793e+02
3.737283973058233705e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942189300112612e-03 -1.659719502286095567e-05 -1.093986791968121413e-10 0.000000000000000000e+00 3.845002754876317681e+02 3.203244556485640260e+02 1.619292136948929993e-05 2.290593641435780675e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180892942974805195e-68 2.199999999999998623e-01 7.800000000000002487e-01 -1.000000000000000000e+00 -1.180061075431719655e+05 2.540001357660023871e+02
3.861303267669880644e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942187597786832e-03 -1.774099385982703356e-05 -2.656527394013230298e-10 0.000000000000000000e+00 3.845002848098887398e+02 3.203244595747565882e+02 1.619292169090806095e-05 2.290593688911561621e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180893029216205091e-68 2.199999999999998623e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180061030325856555e+05 2.540001420067225979e+02
3.985322562281527584e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942182116719843e-03 -1.889469183118551232e-05 -5.133842844986671311e-10 0.000000000000000000e+00 3.845002938304572808e+02 3.203244634907167665e+02 1.619292201148914365e-05 2.290593736263612373e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180893214690207707e-68 2.199999999999998346e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180060985337547172e+05 2.540001482311784287e+02
4.109341856893174523e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942172873444427e-03 -2.005538654825942860e-05 -8.808163799267175551e-10 0.000000000000000000e+00 3.845003025465799169e+02 3.203244673947947945e+02 1.619292233109749033e-05 2.290593783471980838e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180893550306348270e-68 2.199999999999998623e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180060940485744941e+05 2.540001544367474651e+02
4.233361151504821463e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942159895357072e-03 -2.122043595168577207e-05 -1.397209642927385183e-09 0.000000000000000000e+00 3.845003109569664161e+02 3.203244712856195520e+02 1.619292264962086234e-05 2.290593830520092772e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180894097655338649e-68 2.199999999999998346e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180060895786200999e+05 2.540001606212504726e+02
4.357380446116468402e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942143219399582e-03 -2.238743384890124995e-05 -2.089254810957673855e-09 0.000000000000000000e+00 3.845003190615761355e+02 3.203244751620484294e+02 1.619292296696570998e-05 2.290593877394127287e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180894926476111166e-68 2.199999999999998623e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180060851252042921e+05 2.540001667828711902e+02
4.482465306223197313e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942122716198882e-03 -2.356420968523091297e-05 -2.982032636882063102e-09 0.000000000000000000e+00 3.845003269284123917e+02 3.203244790562860089e+02 1.619292328576846734e-05 2.290593924483505170e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180896120366724477e-68 2.199999999999998346e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180060806513290445e+05 2.540001729727989925e+02
4.607550166329926223e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942098550867688e-03 -2.473868937338784144e-05 -4.077904059969423313e-09 0.000000000000000000e+00 3.845003344870160049e+02 3.203244829340180218e+02 1.619292360321999369e-05 2.290593971373296872e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180897750041643487e-68 2.199999999999998346e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180060761964160483e+05 2.540001791364911128e+02
4.732635026436655134e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942070783779580e-03 -2.590897989291182413e-05 -5.339682686676399156e-09 0.000000000000000000e+00 3.845003417398482952e+02 3.203244867944275711e+02 1.619292391925341749e-05 2.290594018053625572e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180899883195425371e-68 2.199999999999998346e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180060717614038149e+05 2.540001852726491904e+02
4.857719886543384574e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942039481338906e-03 -2.707333555477026938e-05 -6.738681726937390036e-09 0.000000000000000000e+00 3.845003486897872449e+02 3.203244906366873579e+02 1.619292423380100319e-05 2.290594064514485384e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180902570984358264e-68 2.199999999999998346e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180060673472428316e+05 2.540001913799580393e+02
4.982804746650113485e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243942004715071784e-03 -2.823013740318131373e-05 -8.219164467665349553e-09 0.000000000000000000e+00 3.845003553400737815e+02 3.203244944599646828e+02 1.619292454679457821e-05 2.290594110745806933e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180905838647873237e-68 2.199999999999998901e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180060629548897414e+05 2.540001974570940888e+02
5.107889606756842395e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941966561090941e-03 -2.937787401351887718e-05 -9.690127086397656948e-09 0.000000000000000000e+00 3.845003616941461360e+02 3.203244982633689801e+02 1.619292485816125704e-05 2.290594156736823137e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.180909679684897025e-68 2.199999999999998623e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180060585853675439e+05 2.540002035026419662e+02
5.232974466863571306e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941925103670111e-03 -3.051513463478686854e-05 -1.068002450116241363e-08 0.000000000000000000e+00 3.845003677559514017e+02 3.203245020459727357e+02 1.619292516782508116e-05 2.290594202476317967e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 3.974045868872426146e-59 2.199999999999998623e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180060542397419049e+05 2.540002095151272385e+02
5.358059326970300216e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941880421348900e-03 -3.164057333919125653e-05 -1.151467633824203070e-08 0.000000000000000000e+00 3.845003735284494155e+02 3.203245058066127058e+02 1.619292547569083391e-05 2.290594247950225246e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 4.125212091112807572e-58 2.199999999999998623e-01 7.800000000000001377e-01 -1.000000000000000000e+00 -1.180060499193491705e+05 2.540002154927009030e+02
5.483144187077029127e-07 3.010000000000001216e-02 1.145859598586127827e-02 0.000000000000000000e+00 1.443546940761607553e-07 5.243941832601990184e-03 -3.275290978521502660e-05 -1.197970549869970433e-08 0.000000000000000000e+00 3.845003790151671978e+02 3.203245095440772729e+02 1.619292578165933789e-05 2.290594293143892457e-02 0.000000000000000000e+00 0.000000000000000000e+00 0 0.000000000000000000e+00 1.000000000000000000e+00 8.037103626631888543e-58 2.199999999999998623e-01 7.800000000000002487e-01 -1.000000000000000000e+00 -1.180060456255813770e+05 2.540002214334371047e+02
