# t = 1.00063e-05
# 1:pos.x 2:pos.y 3:pos.z 4:area 5:q_total 6:q_cond 7:q_diff 8:tau 9:l_tau 10:m_tau 11:n_tau 12:sigma 13:n.x 14:n.y 15:n.z 16:T 17:Re_wall 18:y+ 19:cellWidthNormalToSurface
2.9990292813390830e-03 7.1398018894473312e-03 0.0000000000000000e+00 1.4018743030537704e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 7.0125878572801780e+05 7.0013081189852411e-01 -7.1401459805126777e-01 0.0000000000000000e+00 7.2995448675789578e+02 0.0000000000000000e+00 0.0000000000000000e+00 9.5064512454078016e-05
3.1405594596071117e-03 7.2758805306930210e-03 0.0000000000000000e+00 1.4285928525752589e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 7.3301266054698115e+05 6.8597711199019151e-01 -7.2762311798457591e-01 0.0000000000000000e+00 7.4291965084115077e+02 0.0000000000000000e+00 0.0000000000000000e+00 9.7706707771875873e-05
3.2847340827788824e-03 7.4091541814914116e-03 0.0000000000000000e+00 1.4547606523575705e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 7.5657932278853934e+05 6.7155895484701933e-01 -7.4095112535495833e-01 0.0000000000000000e+00 7.5229636312504169e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.0036050054428126e-04
3.4314975687926735e-03 7.5395714623131393e-03 0.0000000000000000e+00 1.4803676142157798e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 7.7322158456018043e+05 6.5688189894304105e-01 -7.5399348196186977e-01 0.0000000000000000e+00 7.5877360361760452e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.0302067449517536e-04
3.5807933375308549e-03 7.6670820948138412e-03 0.0000000000000000e+00 1.5054038661785881e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 7.8470475406400347e+05 6.4195160256270778e-01 -7.6674515972855750e-01 0.0000000000000000e+00 7.6314488117784481e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.0568215443234752e-04
3.7325638326326026e-03 7.7916369212174099e-03 0.0000000000000000e+00 1.5298597562943178e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 7.9269659284121695e+05 6.2677382161946293e-01 -7.7920124264052193e-01 0.0000000000000000e+00 7.6608089371847075e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.0833999716380344e-04
3.8867505436829728e-03 7.9131879232672599e-03 0.0000000000000000e+00 1.5537258563518135e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 7.9863835936484521e+05 6.1135440743681857e-01 -7.9135692864065865e-01 0.0000000000000000e+00 7.6816172026685035e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.1098938242549660e-04
4.0432940287697776e-03 8.0316882407382717e-03 0.0000000000000000e+00 1.5769929655151319e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.0369526429678383e+05 5.9569930449242658e-01 -8.0320753148064983e-01 0.0000000000000000e+00 7.6984902597572386e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.1362560402237384e-04
4.2021339373995732e-03 8.1470921895023043e-03 0.0000000000000000e+00 1.5996521138708409e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.0865654539862939e+05 5.7981454812652355e-01 -8.1474848252748233e-01 0.0000000000000000e+00 7.7144942052888905e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.1624406132336947e-04
4.3632090337639273e-03 8.2593552791402937e-03 0.0000000000000000e+00 1.6216945658858577e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.1372832867546810e+05 5.6370626221501441e-01 -8.2597533252487465e-01 0.0000000000000000e+00 7.7304697415194335e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.1884025120423884e-04
4.5264572203469883e-03 8.3684342300941600e-03 0.0000000000000000e+00 1.6431118237753712e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.1891691586052405e+05 5.4738065680879378e-01 -8.3688375330841114e-01 0.0000000000000000e+00 7.7466183545365402e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.2140976049712892e-04
4.6918155618652551e-03 8.4742869903518935e-03 0.0000000000000000e+00 1.6638956307787287e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.2434699394537543e+05 5.3084402573950840e-01 -8.4746953947423509e-01 0.0000000000000000e+00 7.7636021001990514e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.2394825897995998e-04
4.8592203095303328e-03 8.5768727516594197e-03 0.0000000000000000e+00 1.6840379743427593e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.3018168797868723e+05 5.1410274419322388e-01 -8.5772861000027079e-01 0.0000000000000000e+00 7.7821344622855872e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.2645149292011260e-04
5.0286069256253027e-03 8.6761519652529435e-03 0.0000000000000000e+00 1.7035310892105274e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.3659108536194579e+05 4.9716326625265256e-01 -8.6765700981954508e-01 0.0000000000000000e+00 7.8029588249760820e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.2891527917401616e-04
5.1999101083852368e-03 8.7720863571057600e-03 0.0000000000000000e+00 1.7223674604152026e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.4372110170326091e+05 4.8003212240902049e-01 -8.7725091134491906e-01 0.0000000000000000e+00 7.8267294133349526e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.3133549983550659e-04
5.3730638171722769e-03 8.8646389426836163e-03 0.0000000000000000e+00 1.7405398261771550e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.5110758923923154e+05 4.6271591704435017e-01 -8.8650661594474633e-01 0.0000000000000000e+00 7.8518619072747686e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.3370809742048511e-04
5.5480012979355550e-03 8.9537740412029485e-03 0.0000000000000000e+00 1.7580411807034116e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.5837290129316074e+05 4.4522132588546365e-01 -8.9542055536869913e-01 0.0000000000000000e+00 7.8771914535286771e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.3602907057251145e-04
5.7246551089461493e-03 9.0394572893865155e-03 0.0000000000000000e+00 1.7748647768886458e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.6727098183424957e+05 4.2755509343028220e-01 -9.0398929312344323e-01 0.0000000000000000e+00 7.9098562531944833e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.3829447027295362e-04
5.9029571467971546e-03 9.1216556547110868e-03 0.0000000000000000e+00 1.7910041289163076e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.7970281769904145e+05 4.0972403034770266e-01 -9.1220952579746439e-01 0.0000000000000000e+00 7.9573170932477967e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.4050039653977546e-04
6.0828386726588454e-03 9.2003374481421148e-03 0.0000000000000000e+00 1.8064530147589318e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 8.9327153100342117e+05 3.9173501085195067e-01 -9.2007808433459726e-01 0.0000000000000000e+00 8.0112280140888276e+02 0.0000000000000000e+00 0.0000000000000000e+00 1.4264299560045975e-04
